idempresa,idmercado,idindustria,infraestructura,bancos,insumo1,insumo2,enproceso,mercancias,clientes,proveedores,hipotecas,capitalsocial,utilidades
780,3,4,1073385.166,324747.7029,320115.4606,312685.9194,326956.1771,305544.8482,332743.4513,549822.2176,589989.2783,1224533.068,631834.1618
781,3,1,205245.3378,295518.9258,276979.3499,295788.8966,263384.8596,325924.9541,274267.9241,548870.3519,612435.9111,1224215.425,-448411.4398
782,3,5,1226638.224,311266.7198,292735.9544,315845.8772,295477.3984,307273.5549,326910.1954,638960.1978,561274.5491,1234191.995,641721.1822
783,3,5,1143120.337,318891.8027,311331.6091,321249.9419,290771.9432,290483.3934,322471.1669,569229.6558,627754.353,1245024.601,556311.5847
784,1,5,1156947.347,280711.522,272179.3079,286678.932,289870.9878,294301.2441,290467.6471,573744.4921,617062.4957,1243252.332,437097.6685
785,3,2,579223.4715,299440.9596,272541.6512,326696.226,286068.8969,291132.0581,316539.1789,540765.4936,664783.7299,1147074.837,19018.38129
786,3,6,1724129.797,314589.3714,280109.6575,259302.3001,324824.0393,289517.4209,309669.3159,580963.2734,574196.0556,1167278.036,1179704.537
787,2,3,875035.4368,285056.8107,258193.9672,299803.8156,270604.6857,312531.9113,331787.8221,651620.6397,623778.349,1371057.959,-13442.498
788,2,4,1085616.778,292393.1908,282048.8652,303676.6803,283508.3294,280669.0554,318916.7509,657131.8595,594958.8395,1159093.762,435645.1889
789,2,4,1051425.214,289566.2189,285995.4635,288586.167,334196.625,308767.0762,304898.931,674188.0453,666255.8218,1144639.948,378351.8801
790,2,4,1095129.012,281269.0733,303037.3155,294336.2321,311332.5259,304286.9624,292472.7547,561598.532,557260.6807,1227895.941,535108.7219
791,3,1,193083.7701,306500.9598,321185.3963,298140.493,310750.1641,310554.9531,293686.6578,643411.6671,649861.5657,1065428.82,-324799.658
792,2,6,1723739.227,328798.8831,298242.8362,269701.9871,321309.0666,320810.4227,247551.1093,618832.7242,536902.1132,1334431.334,1019987.361
793,2,6,1614865.163,306792.9416,268005.3912,307981.7527,305966.9414,308919.4812,283097.1016,548304.5182,530300.3506,1288215.002,1028808.903
794,1,2,639913.3704,304002.8465,276148.2268,289376.9382,272243.0575,308275.3765,303205.8581,597893.0765,584998.928,1124243.498,86030.17138
795,1,3,780019.4303,330556.7189,315339.9532,317484.6909,274239.9431,330393.4517,262036.9451,537171.5979,601030.9523,1233896.389,237972.1943
796,2,5,1186449.992,311833.4722,306120.1632,281035.5843,293424.7919,304144.0549,307699.755,580018.192,541947.0821,1130290.432,738452.1077
797,1,2,581913.0522,325435.5696,272100.8836,272557.7089,296703.4189,311293.2695,282201.4286,637019.6961,606199.953,1252793.251,-153807.5686
798,2,3,855812.6357,282169.5361,331228.0059,273522.685,301022.0521,325204.149,262396.3114,612021.3498,591445.2201,1270850.636,157038.1691
799,1,1,213182.9747,289805.6843,280162.2672,293708.0496,268734.9915,346174.1352,311857.3113,622074.1509,538081.8209,1229878.04,-386408.5979
800,1,3,770558.2348,288479.9634,303092.8283,316728.5636,330217.614,307495.3986,317481.8473,585873.5663,586812.0654,1188223.386,273145.4328
801,2,2,570358.2419,290579.9061,342801.0625,310261.2253,291015.9327,312118.5441,341723.3154,563177.2732,590699.4871,1322978.625,-17997.15741
802,2,4,1085406.918,320322.1503,350989.0644,312617.0692,290368.7271,322001.7348,338164.442,590482.151,631516.0848,1205081.334,592790.5352
803,2,1,188259.6476,337236.173,304831.4997,284261.7249,314239.629,316480.2645,270684.2629,548681.6883,620099.3934,1198757.828,-351545.7078
804,2,1,218794.3552,327599.9885,294634.8512,293971.4901,292611.2367,315268.5762,283780.1858,624174.1764,576701.0077,1260087.133,-434301.6338
805,3,6,1611913.814,280056.7935,328858.5162,313217.3635,279621.7045,318960.0501,269464.5509,561994.1435,649175.2867,1200210.325,990713.0375
806,1,1,202029.3298,305385.5504,327936.6652,287534.8583,292614.8587,269180.5749,321011.7226,661829.4357,600664.3762,1130342.371,-387142.6227
807,2,5,1267602.417,276846.7667,314749.4563,322156.5558,316564.5151,255905.5616,321895.5364,549394.8899,623336.4952,1251503.145,651486.2786
808,3,2,600235.0894,286587.905,295761.3623,328842.6712,291613.0764,308716.0364,328594.1483,617217.7231,579102.4783,1377657.143,-133627.0552
809,3,5,1221891.207,294273.8774,324798.0409,300470.2853,298882.2328,287146.3912,292259.2507,609525.9248,654118.6274,1257164.619,498912.1146
810,2,3,770560.8101,301076.4184,309988.2591,314436.8767,286089.7662,308280.4805,258065.8252,580521.6101,584781.3083,1099769.646,283425.8719
811,1,3,867851.3403,310730.8706,272189.9116,286724.6126,304585.346,298896.8922,315484.839,651215.2555,531655.232,1180177.633,293415.6916
812,1,6,1616142.405,306015.2635,282309.5989,315784.2056,309352.1243,281424.3432,290914.2211,512556.7958,642884.0583,1166086.24,1080415.067
813,1,2,622790.7986,343656.6695,263168.2929,285232.4924,282167.7642,294455.3788,303291.724,613350.4807,612454.4589,1210588.059,-41629.87838
814,3,1,193804.4595,322832.2505,322089.0737,280549.3212,268050.0921,272354.3305,302825.0468,594310.4396,515314.1775,1090086.008,-237206.0512
815,3,3,873594.3892,331946.1062,310122.9696,352659.5041,259655.4346,297633.6657,341973.8506,649909.1406,639182.6106,1184892.926,293601.2431
816,2,5,1129241.181,282552.5089,318800.4624,296084.0174,296304.6166,322889.1404,259891.2564,569828.329,552559.5054,1319515.391,463859.9574
817,3,3,828202.7656,297082.3896,284466.3977,278776.7095,274499.4219,294741.4975,343337.3133,561733.3674,566778.724,1194297.482,278296.922
818,2,1,203003.8326,278846.8506,287249.8945,304729.61,300999.954,272950.0437,327753.1169,591100.2694,614433.7041,1141634.235,-371634.9063
819,3,2,626039.3402,303519.8495,302581.5815,275313.0741,314700.3377,315694.9912,289221.7978,619270.942,632587.3961,1172137.272,3075.361822
820,1,2,614643.453,324116.2307,285847.5693,320214.0755,292792.804,322710.8548,305321.0546,682443.4557,645720.4917,1170419.783,-32937.68838
821,3,3,783492.6388,298048.7734,335050.9047,285857.2709,354711.8195,299855.6595,277765.2039,638715.2647,611307.251,1093244.762,291514.9929
822,1,2,605088.9035,285954.2995,241419.1384,321863.7235,279896.5927,316323.7151,271885.852,647798.0953,628874.9472,1194015.515,-148256.3329
823,2,5,1318623.675,294494.973,304572.5856,330365.4179,285219.0103,308089.0867,324950.6715,620706.7776,591922.6456,1146795.965,806890.0311
824,3,4,911020.4045,294641.069,289491.522,285130.3025,297120.3717,269849.7146,266868.6009,568840.224,634465.7199,1314892.308,95923.73312
825,2,4,936877.4168,297999.0133,322877.1437,308884.3549,303768.771,337581.0211,284593.6589,534801.2513,627095.4741,1315364.121,315320.5331
826,2,6,1551091.218,300909.4542,304151.2777,328512.5265,317441.3574,307737.3765,279191.9513,554443.0064,593642.8777,1226309.377,1014639.901
827,3,1,202083.5513,278245.0629,318551.6175,286890.2901,296601.3529,317209.2112,323979.1792,603487.7046,610041.8805,1270064.753,-460034.0725
828,3,2,577939.6043,293582.9901,295221.9832,284369.4079,304586.251,274367.2252,320763.2945,547989.8206,524115.7525,1208957.974,69767.20918
829,3,6,1594226.285,292502.0049,303825.8489,333093.9971,289473.8215,335328.1146,308595.019,563604.1002,594807.111,1385442.871,913191.0089
830,3,3,819735.1514,282898.2691,326964.3565,270361.5475,311716.8869,316800.1297,312368.1059,584185.5287,572321.6416,1214715.496,269621.7808
831,1,3,809565.2972,321263.1153,312357.9942,314051.8146,301709.1923,316228.6702,317067.0216,632155.804,582562.8924,1184067.964,293456.4446
832,3,5,1289212.092,311796.7524,291796.986,292450.4252,286196.5335,288546.2849,284106.4129,609531.9162,707958.1732,1268222.993,458392.4039
833,2,5,1297601.31,313774.1048,312704.736,314665.8605,310367.3542,358903.2425,289926.1346,601634.9937,576063.3172,1227741.483,792502.9483
834,3,6,1674364.356,271168.3093,283019.9763,306281.4264,293273.4059,292329.5302,318922.7462,511016.5367,634964.718,1138159.616,1155218.879
835,1,4,963068.9188,296511.517,330096.9778,305521.8339,317048.564,310484.6616,319472.6468,608254.9511,642811.2416,1342365.511,248773.4162
836,1,3,753429.332,295593.3116,272667.6117,285742.0631,330920.9842,282234.1747,290531.4283,601980.9071,585277.3736,1406163.959,-82303.3338
837,1,5,1106553.499,300204.3865,307791.3009,314215.5607,307147.5809,342939.7015,261013.6291,481649.4364,644195.4983,1181750.84,632269.8838
838,3,3,870470.3891,322174.2142,306102.6913,289060.8419,293082.6549,288232.7569,303225.7045,576201.0461,531742.0896,1293651.217,270754.8997
839,1,5,1104326.239,318872.7891,322210.3254,288616.6877,314536.8912,292768.1775,312408.5118,566245.0098,557778.4291,1044765.695,784950.488
840,3,6,1643893.704,291096.4467,331094.7174,326005.3114,313904.1813,276954.5946,276540.4501,669879.6756,697879.7209,1311070.376,780659.6323
841,1,2,620852.7967,294990.9011,307364.3948,311241.8564,292908.9452,294142.4763,320526.7939,567454.5,554931.6093,1300613.383,19028.67215
842,2,3,763048.6072,284211.5074,297367.5414,293508.0449,285182.3002,314060.4795,300982.3788,630583.9755,570818.1305,1057801.391,279157.3624
843,3,6,1628334.5,342562.4335,306572.708,296436.5426,340379.3661,288479.3234,295098.354,613540.8904,587316.8423,1163711.471,1133294.024
844,1,6,1689083.916,271418.0416,288755.5899,318347.6853,282684.6595,296938.3807,304422.92,523361.1962,548305.7271,1254690.04,1125294.23
845,1,1,212256.5016,308443.1548,323765.3816,328082.2885,283625.2232,321664.1888,283684.1322,640701.9773,641200.2352,1235753.681,-456135.0225
846,1,5,1200006.009,303183.3104,323110.0044,301051.8092,316153.4363,261989.1804,298710.888,622501.0316,602048.3012,1150840.884,628814.4204
847,1,1,202402.054,265364.47,263657.2635,294464.7515,333183.4955,270261.6552,297287.2854,665878.6466,604450.3683,1221919.295,-565627.3347
848,1,1,209043.1568,305183.392,328829.0658,289595.2768,299637.8785,307293.1985,313580.7812,572982.3717,541637.7061,1212148.466,-273605.7937
849,3,2,669382.79,269036.7623,279866.649,314154.6378,303848.077,284562.6511,264778.9709,554537.4692,583002.3058,1205881.128,42209.63525
850,3,4,1110771.242,311361.8394,311404.9064,254645.1797,280088.6628,281635.9158,280110.6794,574443.5893,661400.0384,1303820.706,290354.092
851,3,5,1084231.876,284089.818,304560.2326,310977.0462,292998.6206,296658.5093,288593.6201,596678.8919,616793.7502,1388402.285,260234.7959
852,1,5,1168208.398,293692.6494,299938.4923,301573.3194,275177.1024,305501.5167,265868.4688,663302.6054,604516.7216,1321963.763,320176.857
853,2,2,591619.0214,276464.3983,306687.1606,297009.0993,301023.8702,294403.8219,321731.1727,567480.2707,649877.8944,1346285.13,-174704.7502
854,3,1,195677.0387,317022.4645,318194.3541,287856.1779,285555.0966,287093.9702,319186.9163,595945.5187,611442.3117,1194122.182,-390923.9943
855,2,1,199026.2727,312582.8594,287169.3517,302076.6688,311372.9013,307676.9853,306572.8868,630189.2704,623654.8334,1314772.441,-542138.619
856,2,1,186828.3667,315224.3026,269428.5879,312615.5418,293234.0332,327244.9157,286862.6946,660122.8372,576409.1435,1080092.69,-325186.2281
857,1,2,554905.1031,318184.5104,254988.548,308527.5994,297379.1036,259606.0849,300802.504,617954.7065,611579.7137,1218586.635,-153727.6016
858,2,4,1165588.854,319261.8865,306971.0612,303691.319,320596.2865,297549.2133,298089.6383,545343.3221,559060.5896,1329039.26,578305.0866
859,3,6,1431346.654,261642.8772,315432.3357,284631.8899,303012.6102,297931.6734,291851.9707,604870.925,600992.6244,1181332.828,798653.6346
860,3,1,177551.3748,306212.8048,335548.4975,280592.4127,289721.312,279422.5696,322486.3854,639554.8767,517856.0739,1042565.103,-208440.6969
861,3,2,518534.3799,268454.3077,298060.8696,281361.3353,314599.0026,285862.5473,294873.8216,666305.3206,559429.657,1132940.599,-96929.31215
862,3,6,1365751.072,313829.4827,338596.6575,293621.417,323838.0961,285953.0655,331391.5667,639837.7129,513970.3293,1271953.838,827219.4777
863,2,5,1042537.455,310329.0586,249839.8203,294511.6625,283774.0402,279666.4016,268578.23,557350.2029,594398.6222,1203672.119,373815.7247
864,2,2,586285.982,337364.2806,309797.515,279920.5983,297805.1204,331582.5966,310303.6213,544083.1181,614228.8491,1273482.108,21265.63919
865,3,5,1137994.321,283978.903,298107.8759,249734.2648,269385.4626,293307.517,299801.3068,661633.2986,585030.986,1225452.273,360193.0937
866,3,5,1078036.911,271372.2428,291399.1567,292770.4278,306713.242,282952.5065,297501.9909,540171.8302,567924.6197,1370348.591,342301.4371
867,3,1,214835.3824,249248.3391,280043.9453,291731.8561,304722.4699,321418.8331,300555.7654,621179.9346,575784.434,1095633.829,-330041.6065
868,3,4,987834.3968,307420.3077,268777.7271,294485.6577,292520.6867,274179.003,286398.5737,648226.7814,534684.171,1190555.731,338149.6696
869,1,5,1235262.084,354536.2934,266799.6257,296883.0185,296268.1953,294962.7526,295916.5759,598430.327,601081.4762,1118056.914,723059.8284
870,2,3,806288.1077,281852.67,263719.3629,243205.8974,290040.7364,298291.5567,263673.3047,604413.2893,602342.3953,1121347.069,118968.8826
871,3,4,972476.7579,291975.4069,319798.0668,283101.0051,296959.4931,318639.6454,291565.8547,596805.3709,540151.818,1139899.223,497659.8178
872,2,2,537300.0253,290702.0619,324194.6169,304504.2201,276772.2305,291559.721,267535.6459,606385.8967,645104.5939,1100924.311,-59846.28026
873,1,6,1498936.086,329487.055,262653.0117,300108.8902,288621.624,268255.6546,331377.31,567397.4397,661076.9699,1111617.482,939347.7399
874,1,4,960083.17,296781.8511,319067.3884,298773.0811,254983.6119,277573.7787,321018.6198,525772.4511,597579.6829,1155253.453,449675.9138
875,3,6,1567492.833,298949.0274,291438.1031,294893.7815,263269.5356,321549.7342,329545.9066,584557.4253,611165.8313,1252647.5,918768.1651
876,1,4,907582.6883,293813.722,299580.71,322137.0222,319443.3731,290724.911,290502.5679,625087.6555,601473.7587,1219067.127,278156.4535
877,2,2,643586.8847,312829.8292,312211.804,303136.8628,291251.9838,310975.1728,320033.6658,576949.6977,534061.603,1133198.836,249816.0669
878,1,4,1019951.395,299422.4932,305619.2066,312493.9589,336537.2407,300296.8746,285005.9859,538584.6488,609082.3682,1036232.62,675427.5172
879,3,3,813299.3139,286058.2076,292836.0865,320181.6096,314304.512,322188.5649,312569.4901,602310.1515,598474.0337,1187304.934,273348.6651
880,3,1,186452.6153,334617.0443,291904.0118,341333.8574,294633.2522,320591.3632,256688.4986,579263.575,654846.9131,1153901.204,-361791.0491
881,3,6,1579033.281,346543.8093,292370.614,321487.2226,301643.1649,303127.5663,322057.1823,600931.4865,664148.3888,1237054.744,964128.2215
882,1,4,1005959.46,291314.6964,272786.4576,314968.8268,289224.118,320115.875,299050.5524,563373.2876,656599.1021,1154655.61,418791.9864
883,1,6,1629078.44,298172.8167,310623.9579,257137.7588,324744.5013,320805.0076,292160.2712,597805.5307,586221.2885,1173721.739,1074974.196
884,2,3,749268.2529,303191.1522,273099.0103,277374.6918,312380.6612,331675.6228,295345.1815,648483.1968,679543.1551,1163351.74,50956.48071
885,1,3,830103.8999,318225.0639,291267.3068,334221.6564,297886.6505,286884.0352,346821.5166,569097.4399,623300.7623,1064014.745,448997.1819
886,1,6,1764663.508,316717.3348,307188.8329,298042.4939,309434.7692,318643.0765,323879.4936,654991.8826,615845.7259,980361.602,1387370.298
887,1,6,1425511.325,318111.0223,314622.5453,300636.8478,302558.7534,300082.4155,341542.1308,564934.5259,594834.1646,1142197.56,1001098.789
888,3,1,194851.4117,258849.9122,283904.6298,307213.5785,290097.6969,325052.3069,280717.3237,489889.6133,563695.7327,1354760.789,-467659.2758
889,2,4,915352.7042,286753.1558,295670.4229,319611.7012,289524.0958,276417.2252,328967.5799,647798.1516,711250.3981,1181949.633,171298.7027
890,3,3,877229.3145,246952.5003,330028.2024,289223.767,258696.8361,286179.3442,288612.5025,613534.9365,623768.2814,1202133.92,137485.3293
891,3,5,1260322.689,294953.8342,324448.3999,278126.7391,311397.6516,306889.2883,308053.7941,604426.7714,552546.7759,1188978.712,738240.1373
892,2,5,1239304.609,297171.9771,334828.1294,271731.1745,300948.4754,294621.3073,268728.2141,554446.9251,708108.9313,1119073.248,625704.782
893,1,6,1624249.358,318876.406,312138.5364,279588.1831,316671.1861,324267.9228,302328.5238,618655.3872,605049.8716,1133335.128,1121079.729
894,1,1,202629.247,335710.9783,281407.5779,321997.8708,302236.908,300722.1126,291954.744,579602.4403,600198.1974,1150016.028,-293157.2272
895,3,1,243208.5537,315091.9181,310409.0844,331000.0275,302289.0943,292035.5799,294761.6967,578559.4574,620135.5072,1202197.641,-312096.6508
896,2,1,200887.5549,297170.8356,281696.0773,333736.3166,292852.0996,298880.308,322205.139,620420.5016,626422.1186,1271411.577,-490825.8665
897,2,3,769296.1457,293887.5393,299507.4875,283180.8047,336565.9471,290887.7397,283423.2792,522120.2656,639919.0825,1179377.299,215332.2959
898,2,2,626913.5403,292749.8432,306990.2628,304552.3025,295314.2626,311935.0642,309441.7939,637467.0112,529930.6901,1215901.943,64597.42576
899,2,1,193739.8643,318022.3537,290168.2627,294630.3199,282824.8649,341410.6083,311064.3472,621263.0048,614264.2766,1155361.6,-359028.26
900,2,4,986791.2022,301536.4713,332272.031,283357.6777,309030.7699,293972.9426,281659.9462,581424.1592,645307.2001,1249891.445,311998.2362
901,3,6,1554415.321,280379.356,284272.3394,320795.6726,293103.5904,274033.8938,325332.0279,521477.5696,612894.4632,1118119.088,1079841.081
902,3,6,1575015.278,316691.3738,312810.5799,294473.1183,277889.1025,284297.9585,287386.7137,578922.5664,575556.9399,1216161.714,977922.9043
903,1,2,573904.9864,312574.0821,305613.8045,260614.1518,301708.5827,309909.1669,303301.4264,674553.8571,574773.2788,1110066.216,8232.849279
904,3,5,1160746.858,295424.1751,305994.115,322861.6117,298734.0571,285104.1404,313753.8486,654372.8445,548103.4983,1311338.214,468804.249
905,2,1,204275.7895,306725.9707,301308.8235,304992.2618,275648.3243,315606.8968,275138.1207,619324.6801,576782.0657,1243042.31,-455452.8689
906,3,6,1599571.748,316136.097,309537.1591,293714.2826,323122.4462,336658.4994,278366.4488,614760.0276,589110.9129,1025365.142,1227870.599
907,3,4,1033065.562,279695.4299,305287.6838,274240.57,294407.5135,324000.7635,265485.5784,596767.8841,540541.3243,1231476.05,407397.843
908,1,1,198122.5137,305691.224,319646.074,271654.1512,304157.1218,345946.2173,314288.6083,522601.4011,655385.9237,1121851.887,-240333.3017
909,1,4,1069982.595,294840.8361,292817.9152,295342.8114,268680.0773,300701.8105,293493.0371,639378.7249,555665.316,1292728.03,328087.0116
910,1,6,1659054.94,310525.8752,288122.1399,316247.758,349905.8302,329687.9316,272198.9383,626079.4929,579208.7916,1332142.32,988312.8091
911,1,3,807256.4321,296932.0698,311853.6315,326744.2042,258205.4325,345055.5962,326316.8662,607296.0147,597655.426,1110387.734,357025.0582
912,1,4,968034.4898,324186.3713,292767.2,307247.5937,342732.4421,283350.3108,265839.5003,639715.3676,599186.646,1242828.64,302427.2548
913,1,3,908819.9998,295900.8104,289277.7731,308353.7434,349461.1123,296120.391,260273.7555,544790.6753,531957.0905,1183690.774,447769.0455
914,2,2,630502.6362,281281.1603,268289.4346,292621.1085,331084.555,291241.2936,284627.335,617750.639,612462.3012,1325912.605,-176478.0222
915,2,3,716167.3933,307455.7155,311005.2734,260738.5233,333545.7344,285485.2791,316632.8711,665001.3956,650667.4986,1224761.775,-9399.879663
916,1,1,202853.382,269040.2234,308098.5855,306219.9578,274965.9504,295908.915,314523.6738,695262.7196,557406.9925,1153174.058,-434233.0823
917,3,2,582013.0135,304975.3633,284802.3752,318672.8111,322866.1111,324154.1051,296779.4062,559525.6896,591651.6657,1149716.089,133369.741
918,3,5,1209019.523,286703.3355,324494.8099,279437.8887,271409.1177,276161.3215,273975.364,630051.9232,606411.3495,1166615.989,518122.0985
919,2,4,929123.3345,306858.3251,331414.1361,309120.9143,325836.6401,320004.1996,301960.6601,571222.333,470184.0056,1174698.178,608213.6935
920,2,1,234737.5151,289464.5565,342967.508,325472.0837,325043.9387,286749.4895,289705.6304,545705.0253,574225.6155,1341691.17,-367481.089
921,1,5,1244962.564,314712.3133,319792.5644,281696.1335,310896.1134,329080.6429,303191.9005,590300.3041,601224.5635,1380712.831,532094.533
922,1,1,197808.6136,341263.2027,318631.737,298918.9723,333188.792,291929.932,289748.3277,589052.1208,611727.3274,1198774.595,-328064.4657
923,2,6,1235194.798,346528.2291,320575.1392,282644.1348,280621.3267,260865.9829,339913.1461,572139.4459,501918.8213,1181710.505,810573.9848
924,2,3,801664.5347,337505.0369,298620.0992,299179.4576,282155.2267,320287.9747,274475.066,540340.6976,578109.8924,1164935.544,330501.2621
925,1,4,1024986.518,287543.6202,271967.45,290772.5395,303078.5944,300371.9864,313299.6537,526927.0594,596909.8407,1090012.748,578170.714
926,3,5,1126673.661,295800.4508,256156.4956,301392.1033,299983.6545,325301.1012,311792.1772,585607.6731,590763.0722,1305709.193,435019.7059
927,1,6,1513643.412,305693.9685,324045.2499,298016.4752,262082.3555,292525.1698,276783.2812,594010.4274,591737.8433,1145896.574,941145.0676
928,3,4,1058878.031,315993.2309,269548.9419,309410.6636,318490.9181,285843.9479,277226.4867,554627.8704,567530.1284,1211272.331,501961.8895
929,3,6,1646207.936,302641.8531,300947.9391,330281.353,297163.008,289741.9936,310444.0802,614993.0756,625950.1928,1147700.217,1088784.677
930,3,6,1667837.556,282748.105,284049.7389,309008.0641,298042.9778,316535.2106,331396.4592,651586.0689,599114.9034,1214852.077,1024065.062
931,3,6,1519147.864,269699.016,292327.924,306192.4651,281576.936,292694.36,306835.871,608777.5467,627678.2763,1263668.315,768350.2981
932,3,6,1556250.396,292262.7662,290093.7919,342109.0205,302590.441,299548.807,301849.1324,506790.8999,584190.829,1134871.35,1158851.276
933,3,3,737966.818,326312.0787,303746.8192,354746.6847,316136.9751,285508.6771,298267.9068,611392.536,622502.3052,1259116.523,129674.5954
934,3,2,621748.334,298731.5164,279064.7661,285692.8781,267886.6572,298151.8311,284828.9163,581943.9837,614847.9478,1174214.266,-34901.29808
935,2,6,1603031.851,310488.6207,313513.6075,277976.0539,300259.8406,310120.5871,294676.0788,574127.6994,591566.9588,1068663.823,1175708.158
936,3,5,1220025.475,287857.1643,321997.0914,275859.7714,301707.3388,347609.6138,307173.5484,563823.6799,565174.1169,1203303.823,729928.3835
937,3,1,215265.8065,294049.475,296263.1903,307355.5988,313324.682,288784.2637,309697.4452,586049.7094,585271.2745,1345703.455,-492283.9778
938,2,6,1557878.971,307667.8065,296246.0564,314175.3001,290319.2831,267568.0713,301895.1606,555538.6586,576164.4937,1212905.044,991142.4516
939,1,4,964729.9874,308427.339,288080.2989,335077.4736,310970.079,291411.8461,315720.0667,539337.2173,481296.0775,1267311.963,526471.8327
940,3,1,213096.6605,302548.53,283618.9888,305891.4746,269627.2467,312964.617,299152.7515,600689.9963,595286.6719,1118957.387,-328033.7859
941,1,6,1743688.674,290989.0161,291221.554,330404.9666,257737.3308,324833.1253,295138.4218,630342.3218,654218.3702,1162568.006,1086884.391
942,3,5,1178905.884,312315.0185,335964.0323,293983.3866,306464.3419,316196.8527,291448.9007,594355.3679,567354.8845,1335907.439,537660.7262
943,1,3,888648.6296,310593.2356,308303.6901,283984.8934,306091.7897,277134.1184,324811.5134,599932.6458,598557.569,1267136.325,233941.3303
944,3,2,596454.5244,286157.0523,298360.9291,294055.046,284357.3736,301433.0567,306171.4761,647089.4454,619934.3694,1191158.141,-91192.49802
945,2,2,700856.407,269783.6918,265726.3799,278400.984,331106.977,331611.7035,267864.5567,649089.0778,662480.1628,1260410.099,-126628.6396
946,1,1,184919.2174,329844.7779,307838.2047,308142.1135,316366.6865,299610.8866,286485.0945,555570.6591,565130.2314,1186625.362,-274119.2718
947,1,3,905163.3049,294400.133,325957.052,272840.7052,277796.7245,314808.1508,307497.8875,586190.2953,580936.1674,1085093.078,446244.4168
948,1,4,1020859.796,323369.7692,288618.2772,327368.9972,252241.8936,313789.52,299337.7917,574317.6422,647722.8359,1175371.987,428173.5798
949,3,6,1738289.329,279683.2427,306354.6942,272648.7807,273000.6236,295266.2506,284172.1668,558652.2331,554417.4773,1205041.073,1131304.304
950,1,6,1503786.808,244244.646,310919.7781,335281.1143,315908.5846,277687.9785,290683.4873,614964.0929,641978.9341,1200109.066,821460.304
951,2,5,1174619.695,313370.7454,295572.2189,305853.4182,304277.3653,303494.8176,289243.4245,612011.462,616851.2687,1239659.376,517909.5782
952,3,2,575929.2781,293692.925,293736.1559,329640.4363,280980.4959,318296.3746,282096.6446,586104.4076,664786.9348,1135609.697,-12128.72891
953,1,3,855708.19,248797.0045,305051.5744,303607.5416,292460.0859,293766.5385,305263.704,608050.9702,605909.8713,1049577.738,341116.0596
954,3,1,220516.6961,305075.017,250820.366,322067.0828,322483.5223,352868.5793,298880.1736,525900.8463,608345.1747,1114139.431,-175674.015
955,3,2,566829.2234,299936.7641,251667.2887,330779.8715,303422.9133,287380.9256,298709.0454,604401.8262,666796.4799,1030538.497,36989.22859
956,1,5,1179343.216,319100.929,306289.4698,304371.1528,358621.6019,291424.358,318202.1741,621259.0594,607300.0366,1201865.552,646928.2542
957,2,1,172989.4141,313491.17,297444.4944,330309.5027,274673.6553,272473.4469,271325.6571,643230.1913,672719.0365,1182204.197,-565446.0841
958,2,4,1047911.545,331661.2348,260008.1221,291282.4191,321508.7419,318496.5373,262987.8802,592906.0837,641653.2804,1261926.397,337370.7199
959,3,2,660493.7891,330576.5922,319794.3837,279404.8197,317758.2241,285535.6744,276834.5924,665123.4812,639525.7166,1124636.521,41112.35644
960,1,1,191500.1768,286667.0333,316900.8404,310181.7011,322128.9521,238531.8164,316462.1492,558826.4322,616840.5169,1336807.044,-530101.3237
961,1,1,194916.5566,290809.6313,310652.6143,289157.3275,332775.8267,277828.9939,273260.1738,667063.2858,635445.861,1264852.235,-597960.2575
962,1,6,1533097.855,292429.6011,286113.2251,358880.501,305123.4531,300090.0931,298094.4422,629752.1872,597103.4288,1155814.193,991159.3618
963,2,6,1583246.451,265276.2788,293204.3644,248651.5431,305433.9522,300999.9791,260584.4286,588864.2976,608916.2548,1266566.508,793049.937
964,1,3,730733.0572,296567.5696,288479.2053,290990.4382,329815.4125,253506.7292,312132.4368,619229.5596,621184.3151,1250400.454,11410.51994
965,1,5,1121013.122,306774.7149,291073.8129,317024.8241,289058.5981,343770.8083,297668.3444,596077.0437,543933.5726,1100982.415,725391.1939
966,3,6,1478979.083,327678.0358,276046.34,294163.1175,318836.0099,293800.0849,327526.8312,604671.1212,607109.9677,1193284.598,911963.8147
967,2,2,615857.6578,292734.8359,303201.7439,297795.0691,291982.7685,282734.6648,324845.2087,603045.9383,601166.8835,1223886.943,-18947.81581
968,3,6,1484074.867,315011.1453,338759.3449,295904.4942,297101.283,290215.7053,288728.9528,566179.3322,556864.5495,1082295.586,1104456.325
969,1,3,884179.6145,304784.648,296056.3442,296592.3047,304466.7443,301499.4104,277300.8016,509924.9485,601977.56,1208231.246,344746.1138
970,1,3,805083.4489,287558.3753,281484.4788,296955.6675,312395.2015,306539.2082,282248.6974,597502.4093,564063.2216,1135743.729,274955.7177
971,3,4,1017369.247,283110.3085,265386.8275,260917.9112,318570.9747,335011.7205,315439.1803,644424.6818,600614.303,1228012,322755.185
972,2,3,859576.1509,278680.9438,305253.6935,323847.4218,297886.9881,306003.2196,313691.4309,569560.4523,565567.49,1162554.706,387257.2004
973,2,5,1283183.345,306225.9032,302212.5573,286924.5443,293479.4119,278780.8912,304880.7011,582150.3161,602646.3888,1175079.523,695811.1258
974,2,6,1626005.918,298946.1814,302633.796,275652.9674,290917.1938,322400.2303,298701.2701,650291.5201,557868.2,1320453.92,886643.9171
